Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
17202-55694,WR,Mike,,Thomas,0,4,4500,ATL@LA,LA,ATL,,
17202-22938,WR,Rod,,Streater,1.611111111,9,4500,NYJ@SF,SF,NYJ,,
17202-41370,WR,Trevor,,Davis,0.987500012,8,4500,SEA@GB,GB,SEA,,
17202-29084,WR,Rashad,,Ross,0.649999976,2,4500,WAS@PHI,WAS,PHI,,
17202-54690,WR,Freddie,,Martino,4.949999809,4,4500,NO@TB,TB,NO,,
17202-22959,WR,Deonte,,Thompson,1.472727342,11,4500,CHI@DET,CHI,DET,,
17202-31157,WR,Cobi,,Hamilton,3.614285605,7,4500,PIT@BUF,PIT,BUF,,
17202-26045,WR,Leonte,,Carroo,2.079999924,5,4500,ARI@MIA,MIA,ARI,,
17202-39373,WR,Jaelen,,Strong,3.350000064,6,4500,HOU@IND,HOU,IND,Q,Ankle
17202-21972,WR,Brian,,Quick,7.066666921,12,4500,ATL@LA,LA,ATL,,
17202-31191,WR,Mekale,,McKay,0,0,4500,MIN@JAC,JAC,MIN,,
17202-6622,WR,Eric,,Weems,0,12,4500,ATL@LA,ATL,LA,,
17202-28131,WR,Keith,,Mumphery,2.200000048,1,4500,HOU@IND,HOU,IND,,
17202-26094,WR,Brandon,,Coleman,5.059999847,10,4500,NO@TB,NO,TB,,
17202-34288,WR,Rannell,,Hall,0,1,4500,CIN@CLE,CLE,CIN,IR,Leg
17202-14837,WR,Jeremy,,Ross,0,4,4500,NYJ@SF,NYJ,SF,,
17202-22010,WR,DeVier,,Posey,0,0,4500,DEN@TEN,DEN,TEN,,
17202-28157,WR,Bennie,,Fowler,3.75,8,4500,DEN@TEN,DEN,TEN,Q,Knee
17202-39427,WR,Quinton,,Patton,4.809091048,11,4500,NYJ@SF,SF,NYJ,,
17202-29201,WR,Maurice,,Harris,1.720000076,5,4500,WAS@PHI,WAS,PHI,,
17202-22034,WR,Chris,,Givens,3.792857034,14,4500,WAS@PHI,PHI,WAS,,
17202-30228,WR,Tyler,,Murphy,2.099999905,1,4500,ARI@MIA,MIA,ARI,,
17202-39445,WR,Brice,,Butler,3.590000153,10,4500,DAL@NYG,DAL,NYG,,
17202-39449,WR,Charles,,Johnson,2.089999962,10,4500,MIN@JAC,MIN,JAC,,
17202-31263,WR,Ricardo,,Louis,2.629999924,10,4500,CIN@CLE,CLE,CIN,,
17202-32287,WR,Cayleb,,Jones,0,0,4500,WAS@PHI,PHI,WAS,,
17202-22054,WR,Jarius,,Wright,3.299999952,2,4500,MIN@JAC,MIN,JAC,,
17202-22063,WR,Keshawn,,Martin,-2,1,4500,NYJ@SF,SF,NYJ,,
17202-25135,WR,Marcus,,Leak,0,0,4500,HOU@IND,IND,HOU,,
17202-29237,WR,Chris,,Harper,2.450000048,4,4500,NYJ@SF,SF,NYJ,,
17202-28226,WR,Aaron,,Burbridge,0.2,5,4500,NYJ@SF,SF,NYJ,,
17202-31308,WR,Quan,,Bray,0.966666698,6,4500,HOU@IND,IND,HOU,IR,Ankle
17202-28246,WR,Isaac,,Fruechte,0,0,4500,MIN@JAC,MIN,JAC,,
17202-31329,WR,Russell,,Shepard,5.300000191,8,4500,NO@TB,TB,NO,,
17202-12903,WR,Andrew,,Hawkins,4.683333397,12,4500,CIN@CLE,CLE,CIN,,
17202-7784,WR,Darrius,,Heyward-Bey,5.549999873,6,4500,PIT@BUF,PIT,BUF,Q,Foot
17202-29290,WR,Bryce,,Treggs,3.26666673,3,4500,WAS@PHI,PHI,WAS,,
17202-11890,WR,Bryan,,Walters,2.2,5,4500,MIN@JAC,JAC,MIN,,
17202-38514,WR,Kevin,,White,7.275000095,4,4500,CHI@DET,CHI,DET,IR,Lower leg
17202-33403,WR,Tevin,,Jones,0,0,4500,HOU@IND,HOU,IND,,
17202-25225,WR,Quinshad,,Davis,0,0,4500,CHI@DET,DET,CHI,,
17202-29327,WR,Bralon,,Addison,0,0,4500,CHI@DET,CHI,DET,,
17202-33424,WR,Mose,,Frazier,0,0,4500,NYJ@SF,SF,NYJ,,
17202-31378,WR,Kadron,,Boone,0,0,4500,DAL@NYG,NYG,DAL,,
17202-31380,WR,Paul,,Turner,11,1,4500,WAS@PHI,PHI,WAS,,
17202-29340,WR,Josh,,Huff,3.814285823,7,4500,NO@TB,TB,NO,,
17202-30385,WR,Marlon,,Brown,2.022222307,9,4500,DEN@TEN,DEN,TEN,,
17202-22198,WR,Brittan,,Golden,0.716666698,6,4500,ARI@MIA,ARI,MIA,,
17202-31417,WR,James,,Wright,1.774999976,8,4500,CIN@CLE,CIN,CLE,Q,Knee
17202-33473,WR,Chris,,Brown,0,0,4500,DAL@NYG,DAL,NYG,,
17202-22219,WR,Jermaine,,Kearse,4.933333397,12,4500,SEA@GB,SEA,GB,,
17202-30412,WR,Tavarres,,King,0.550000012,2,4500,DAL@NYG,NYG,DAL,,
17202-45791,WR,Rashard,,Higgins,1.337499976,8,4500,CIN@CLE,CLE,CIN,,
17202-32483,WR,Josh,,Boyce,0,0,4500,CIN@CLE,CLE,CIN,,
17202-70372,WR,Chester,,Rogers,2.110000038,10,4500,HOU@IND,IND,HOU,,
17202-28408,WR,Kyle,,Prater,0,0,4500,NO@TB,NO,TB,,
17202-45821,WR,Isaiah,,Burse,0,4,4500,SD@CAR,SD,CAR,,
17202-7953,WR,Vincent,,Jackson,4.959999847,5,4500,NO@TB,TB,NO,IR,Knee
17202-31524,WR,Cody,,Core,3.400000095,2,4500,CIN@CLE,CIN,CLE,,
17202-32551,WR,Kolby,,Listenbee,0,0,4500,PIT@BUF,BUF,PIT,O,Pelvis
17202-22317,WR,Brenton,,Bersin,1.200000048,1,4500,SD@CAR,CAR,SD,,
17202-70444,WR,Paul,,McRoberts,0,0,4500,ATL@LA,LA,ATL,,
17202-10030,WR,Harry,,Douglas,3.940000153,5,4500,DEN@TEN,TEN,DEN,,
17202-27439,WR,Durron,,Neal,0,0,4500,DEN@TEN,DEN,TEN,,
17202-43826,WR,Tommylee,,Lewis,1.524999976,8,4500,NO@TB,NO,TB,,
17202-32564,WR,Josh,,Doctson,3.799999952,2,4500,WAS@PHI,WAS,PHI,IR,Achilles
17202-29500,WR,Markus,,Wheaton,5.03333346,3,4500,PIT@BUF,PIT,BUF,IR,Shoulder
17202-28486,WR,Corey,,Brown,3.00909077,11,4500,SD@CAR,CAR,SD,,
17202-41806,WR,Laquon,,Treadwell,0.5,4,4500,MIN@JAC,MIN,JAC,,
17202-47953,WR,Lucky,,Whitehead,0.966666698,12,4500,DAL@NYG,DAL,NYG,,
17202-28502,WR,Devin,,Smith,2.857142857,7,4500,NYJ@SF,NYJ,SF,,
17202-25463,WR,Canaan,,Severin,0,0,4500,PIT@BUF,PIT,BUF,IR,Undisclosed
17202-32632,WR,Bradley,,Marquez,0.771428585,7,4500,ATL@LA,LA,ATL,,
17202-38790,WR,Jalin,,Marshall,2.388888889,9,4500,NYJ@SF,NYJ,SF,Q,Concussion
17202-70553,WR,Kieran,,Duncan,0,0,4500,CHI@DET,CHI,DET,,
17202-70557,WR,Jake,,Lampman,0,0,4500,NO@TB,NO,TB,,
17202-22447,WR,Griff,,Whalen,0.800000012,4,4500,SD@CAR,SD,CAR,,
17202-30652,WR,Tanner,,McEvoy,3.00333341,6,4500,SEA@GB,SEA,GB,,
17202-32703,WR,Jakeem,,Grant,0.4,10,4500,ARI@MIA,MIA,ARI,,
17202-14277,WR,Vincent,,Brown,2.700000048,1,4500,NO@TB,NO,TB,,
17202-33733,WR,Xavier,,Rush,0,0,4500,WAS@PHI,PHI,WAS,,
17202-30678,WR,Damiere,,Byrd,0,0,4500,SD@CAR,CAR,SD,,
17202-14297,WR,Greg,,Salas,8.449999809,2,4500,PIT@BUF,BUF,PIT,,
17202-14307,WR,Cecil,,Shorts III,2.957142966,7,4500,NO@TB,TB,NO,IR,Knee
17202-40932,WR,Pharoh,,Cooper,0.939999962,5,4500,ATL@LA,LA,ATL,,
17202-26598,WR,Nelson,,Spruce,0,0,4500,ATL@LA,LA,ATL,IR,Calf
17202-26610,WR,Paul,,Richardson,2.710000038,10,4500,SEA@GB,SEA,GB,Q,Hamstring
